id,Disctrict,AC,Block,Panchayat,,"""Village Name""",Habitation Name,Source Type,Source Type Category Location,Location,Type,Scheme Name
1016,Madhubani,Harlakhi,MADHWAPUR,TARAIA,26,Village Name,PATAR,Shallow tubewell,Ground Water,Sat Mandal S/O Siko Mandal Manu Tol,HandPump,MLA QUOTA- MADHWAPUR- 3(0005785372)
1017,Madhubani,Harlakhi,MADHWAPUR,TARAIA,27,Village Name,PATAR,Shallow tubewell,Ground Water,Shivji Sahani S/O Dhultal Sahani,HandPump,MLA QUOTA- MADHWAPUR- 3(0005785372)
1018,Madhubani,Harlakhi,MADHWAPUR,TARAIA,28,Village Name,PATAR,Shallow tubewell,Ground Water,Vinay Yadav S/O Lalbabu Yadav,HandPump,MLA QUOTA- MADHWAPUR- 3(0005785372)
1019,Madhubani,Harlakhi,MADHWAPUR,TARAIA,29,Village Name,PATAR,Shallow tubewell,Ground Water,P.S Patar West,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
1020,Madhubani,Harlakhi,MADHWAPUR,TARAIA,30,Village Name,PATAR,Shallow tubewell,Ground Water,P.S Patar East,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
1021,Madhubani,Harlakhi,MADHWAPUR,TARAIA,31,Village Name,PATAR,Shallow tubewell,Ground Water,P.S Parri,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
1022,Madhubani,Harlakhi,MADHWAPUR,TARAIA,32,Village Name,PATAR,Deep tubewell,Ground Water,Road Side Me,HandPump,Spot Source (Ht) Scheme(0004690854)
1023,Madhubani,Harlakhi,MADHWAPUR,TARAIA,33,Village Name,PATAR,Shallow tubewell,Ground Water,Ram Bhusjhaw an Ram,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006351784)
1024,Madhubani,Harlakhi,MADHWAPUR,TARAIA,34,Village Name,TARAIA,Shallow tubewell,Ground Water,Bhagirath Lal Karn S/O Dhanushdhari Lal Karn Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1025,Madhubani,Harlakhi,MADHWAPUR,TARAIA,35,Village Name,TARAIA,Shallow tubewell,Ground Water,Ranjit Karn Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1026,Madhubani,Harlakhi,MADHWAPUR,TARAIA,36,Village Name,TARAIA,Shallow tubewell,Ground Water,Ram Sebak Pasw an Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1027,Madhubani,Harlakhi,MADHWAPUR,TARAIA,37,Village Name,TARAIA,Shallow tubewell,Ground Water,Shivji Sahni S/O Chutkun Sahni Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1028,Madhubani,Harlakhi,MADHWAPUR,TARAIA,38,Village Name,TARAIA,Shallow tubewell,Ground Water,Bikau Mandal S/O Subhak Mandal Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1029,Madhubani,Harlakhi,MADHWAPUR,TARAIA,39,Village Name,TARAIA,Shallow tubewell,Ground Water,Sanjay Rauat S/O Jimdar Rauat,HandPump,MLA QUOTA- MADHWAPUR- 3(0005785372)
1030,Madhubani,Harlakhi,MADHWAPUR,TARAIA,40,Village Name,TARAIA,Shallow tubewell,Ground Water,Bisambhar Rauat,HandPump,MLA QUOTA- MADHWAPUR- 3(0005785372)
1031,Madhubani,Harlakhi,MADHWAPUR,TARAIA,41,Village Name,TARAIA,Shallow tubewell,Ground Water,P.S Taraiya East,HandPump,RUNNING WS IN SCHOOL(0006534784)
1032,Madhubani,Harlakhi,MADHWAPUR,TARAIA,42,Village Name,TARAIA,Shallow tubewell,Ground Water,P.S Taraiya East,HandPump,RUNNING WS IN SCHOOL(0006534787)
1033,Madhubani,Harlakhi,MADHWAPUR,TARAIA,43,Village Name,TARAIA,Shallow tubewell,Ground Water,M.S Taraiya,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
1034,Madhubani,Harlakhi,MADHWAPUR,TARAIA,44,Village Name,TARAIA,Shallow tubewell,Ground Water,M.S Taraiya,HandPump,SCHOOL T/W- MADHWAPUR(0006559490)
1035,Madhubani,Harlakhi,MADHWAPUR,TARAIA,45,Village Name,TARAIA,Shallow tubewell,Ground Water,P.S Taraiya East,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
1036,Madhubani,Harlakhi,MADHWAPUR,TARAIA,46,Village Name,TARAIA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001980143)
1037,Madhubani,Harlakhi,MADHWAPUR,TARAIA,47,Village Name,TARAIA,Shallow tubewell,Ground Water,Bambha Pasw an,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006351784)
1038,Madhubani,Harlakhi,MADHWAPUR,TARAIA,48,Village Name,TARAIA,Shallow tubewell,Ground Water,Bambha Paw an Ke Ghar Ke Pas,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006372232)
1039,Madhubani,Harlakhi,MADHWAPUR,TARAIA,49,Village Name,TARAIA,Shallow tubewell,Ground Water,JAYNATH MANDAL,HandPump,SUSTABABLE MADHWAPUR(0006499061)
1040,Madhubani,Harlakhi,MADHWAPUR,TARAIA,50,Village Name,TARAIA,Shallow tubewell,Ground Water,DEEPAN PASWAN,HandPump,SUSTABABLE MADHWAPUR(0006499061)
1041,Madhubani,Harlakhi,MADHWAPUR,TARAIA,51,Village Name,TARAIA,Shallow tubewell,Ground Water,SHAMBHU PRASAD,HandPump,SUSTABABLE MADHWAPUR(0006499061)
1042,Madhubani,Harlakhi,MADHWAPUR,TARAIA,52,Village Name,TARAIA,Shallow tubewell,Ground Water,RATNESH PANDIT,HandPump,SUSTABABLE MADHWAPUR(0006499061)
1043,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,1,Village Name,DUMRA,Shallow tubewell,Ground Water,Ramudgar Mukhya S/O Fekan Mukhya Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1044,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,2,Village Name,DUMRA,Shallow tubewell,Ground Water,Rajendra Ram,HandPump,MLA QUOTA- MADHWAPUR- 3(0005785372)
1045,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,3,Village Name,DUMRA,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1046,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,4,Village Name,DUMRA,Shallow tubewell,Ground Water,Mushari Me,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1047,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,5,Village Name,DUMRA,Shallow tubewell,Ground Water,A,HandPump,PC MADHWAPUR(0006535370)
1048,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,6,Village Name,DUMRA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001980255)
1049,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,7,Village Name,DUMRA,Shallow tubewell,Ground Water,JANAK MOCHI,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006682296)
1050,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,8,Village Name,POKHRAUNI,Shallow tubewell,Ground Water,Chandar Kant Kapar S/O Met Rampukar Kapar,HandPump,MLA QUOTA- MADHWAPUR- 3(0005785372)
1051,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,9,Village Name,POKHRAUNI,Deep tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,SPOT,Nc/Pc Scheme For Madhw apur Block(0004563487)
1052,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,10,Village Name,POKHRAUNI,Shallow tubewell,Ground Water,M.S Pokhrauni,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
1053,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,11,Village Name,POKHRAUNI,Shallow tubewell,Ground Water,P.S Pokhrauni Mushari,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
1054,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,12,Village Name,POKHRAUNI,Shallow tubewell,Ground Water,P.S Dumra,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
1055,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,13,Village Name,POKHRAUNI,Shallow tubewell,Ground Water,P.S Bokha West,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
1056,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,14,Village Name,POKHRAUNI,Shallow tubewell,Ground Water,P.S Bokha East,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
1057,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,15,Village Name,POKHRAUNI,Deep tubewell,Ground Water,Sadak Kinare,HandPump,Spot Source (Ht) Scheme(0004690854)
1058,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,16,Village Name,POKHRAUNI,Shallow tubewell,Ground Water,Khobhari Pasw an,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006351784)
1059,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,17,Village Name,POKHRAUNI,Shallow tubewell,Ground Water,Jagu Sada Ke Ghar Ke Pas,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006372232)
1060,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,18,Village Name,POKHRAUNI,Shallow tubewell,Ground Water,JAGGU SADAY,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006682296)
1061,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,19,Village Name,POKHRAUNI BRITHA,Deep tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,SPOT,Nc/Pc Scheme For Madhw apur Block(0004563488)
1062,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,20,Village Name,BOKHA,Shallow tubewell,Ground Water,Bechan Yadav S/O Lat Ramdayal Yadav Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1063,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,21,Village Name,BOKHA,Shallow tubewell,Ground Water,Basisad Yadav S/O Ramsharan Yadav Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1064,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,22,Village Name,BOKHA,Shallow tubewell,Ground Water,Manoj Sah S/O Harinarayan Sah Ghar Ke Pas East Tola,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1065,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,23,Village Name,BOKHA,Shallow tubewell,Ground Water,Ramsakal Yadav S/O Met Jagesw ar Yadav,HandPump,MLA QUOTA- MADHWAPUR- 3(0005785372)
1066,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,24,Village Name,BOKHA,Deep tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,SPOT,Nc/Pc Scheme For Madhw apur Block(0004563489)
1067,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,25,Village Name,BOKHA,Deep tubewell,Ground Water,Mushari Me,HandPump,Spot Source (Ht) Scheme(0004690854)
1068,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,26,Village Name,BOKHA,Shallow tubewell,Ground Water,Rambujhaban Ram,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006351784)
1069,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,27,Village Name,PAHIPURA,Shallow tubewell,Ground Water,Saroj Yadav S/O Bindeshw ar Yadav Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1070,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,28,Village Name,PAHIPURA,Shallow tubewell,Ground Water,Lalitesw ar Parsad S/O Ram Ashish Mahto,HandPump,MLA QUOTA- MADHWAPUR- 3(0005785372)
1071,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,29,Village Name,PAHIPURA,Shallow tubewell,Ground Water,Shyam Yadav S/O Manesw ar Yadav,HandPump,MLA QUOTA- MADHWAPUR- 3(0005785372)
1072,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,30,Village Name,PAHIPURA,Deep tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,SPOT,Nc/Pc Scheme For Madhw apur Block(0004563490)
1073,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,31,Village Name,PAHIPURA,Shallow tubewell,Ground Water,N.P.S Ghandhi Tol Pahipura,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
1074,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,32,Village Name,PAHIPURA,Shallow tubewell,Ground Water,U.M.S Pahipura,HandPump,SCHOOL T/W- MADHWAPUR(0006559490)
1075,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,33,Village Name,PAHIPURA,Shallow tubewell,Ground Water,U.M.S Pahipura,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
1076,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,34,Village Name,SALEMPUR,Shallow tubewell,Ground Water,D,HandPump,NC/PC MADHWAPUR(0006539572)
1077,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,35,Village Name,SALEMPUR,Shallow tubewell,Ground Water,C,HandPump,NC/PC MADHWAPUR(0006539572)
1078,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,,Village Name,,Shallow,Ground,,,NC/PC
1079,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,36,Village Name,SALEMPUR,tubewell,Water,B,HandPump,MADHWAPUR(0006539572)
1080,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,37,Village Name,SALEMPUR,Shallow tubewell,Ground Water,A,HandPump,NC/PC MADHWAPUR(0006539572)
1081,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,38,Village Name,SALEMPUR,Shallow tubewell,Ground Water,A,HandPump,PC MADHWAPUR(0006535370)
1082,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,39,Village Name,SALEMPUR,Shallow tubewell,Ground Water,P.S. DUMRA,HandPump,SCHOOL T/W- MADHWAPUR(0006559490)
1083,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,40,Village Name,SALEMPUR,Shallow tubewell,Ground Water,P.S.BAUKAHA WEST,HandPump,SCHOOL T/W- MADHWAPUR(0006559490)
1084,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,41,Village Name,SALEMPUR,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0002684818)
1085,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,42,Village Name,SALEMPUR,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001980250)
1086,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,43,Village Name,SALEMPUR,Shallow tubewell,Ground Water,RAJESHWAR PASWAN,HandPump,SUSTABABLE MADHWAPUR(0006499061)
1087,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,44,Village Name,SALEMPUR,Shallow tubewell,Ground Water,LAXMI MAHTO,HandPump,SUSTABABLE MADHWAPUR(0006499061)
1088,Madhubani,Harlakhi,MADHWAPUR,SALEMPUR,45,Village Name,SALEMPUR,Shallow tubewell,Ground Water,SUBODH RAM,HandPump,SUSTABABLE MADHWAPUR(0006499061)
1089,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,1,Village Name,BIRTA,Shallow tubewell,Ground Water,Aw c-72,HandPump,ANGANWARDI T/W - HARLAKHI(0006356354)
1090,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,2,Village Name,BIRTA,Shallow tubewell,Ground Water,Aw c-70,HandPump,ANGANWARDI T/W - HARLAKHI(0006356354)
1091,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,3,Village Name,BIRTA,Shallow tubewell,Ground Water,Yogendra Mandal S/O Khatar Mandal Ward No 15,HandPump,MLA QUOTA-HARLAKHI- 1(0005687029)
1092,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,4,Village Name,BIRTA,Shallow tubewell,Ground Water,Rajaram Ray S/O Hari Ray Ward No 14,HandPump,MLA QUOTA-HARLAKHI- 1(0005687029)
1093,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,5,Village Name,BIRTA,Shallow tubewell,Ground Water,Road Side Me,HandPump,NC/PC HARLAKHI(0005699573)
1094,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,6,Village Name,BIRTA,Shallow tubewell,Ground Water,Road Side Me,HandPump,NC/PC HARLAKHI(0005699573)
1095,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,7,Village Name,BIRTA,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC HARLAKHI(0005699573)
1096,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,8,Village Name,BIRTA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001968466)
1097,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,9,Village Name,HARUAN TOLA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001968466)
1098,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,10,Village Name,ETHARBA,Shallow tubewell,Ground Water,Aw c-69,HandPump,ANGANWARDI T/W - HARLAKHI(0006356354)
1099,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,11,Village Name,ETHARBA,Shallow tubewell,Ground Water,Aw c No-125,HandPump,ANGANWARDI T/W - HARLAKHI(0006356354)
1100,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,12,Village Name,ETHARBA,Shallow tubewell,Ground Water,P.S.BHALA ITHARWA URDU,HandPump,SCHOOL T/W-HARLAKHI- 1(0006193183)
1101,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,13,Village Name,ETHARBA,Deep tubewell,Ground Water,P.S.BHALA ITHARWA URDU,HandPump,Spot Source(0002717489)
1102,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,14,Village Name,ETHARBA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001968438)
1103,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,15,Village Name,HARLAKHI,Shallow tubewell,Ground Water,Aw c-73,HandPump,ANGANWARDI T/W - HARLAKHI(0006356354)
1104,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,16,Village Name,HARLAKHI,Shallow tubewell,Ground Water,Birendra Ray S/O Jago Ray Ghar Ke Pas,HandPump,MLA QOUTA-HARLAKHI- 1(0006387490)
1105,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,17,Village Name,HARLAKHI,Shallow tubewell,Ground Water,Chandrakishor Singh S/O Ram Jivan Singh Ghar Ke Pas,HandPump,MLA QOUTA-HARLAKHI- 1(0006387490)
1106,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,18,Village Name,HARLAKHI,Shallow tubewell,Ground Water,Laxminarayan Ray S/O Harishchandra Ray Ghar Ke Pas,HandPump,MLA QOUTA-HARLAKHI- 1(0006387490)
1107,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,19,Village Name,HARLAKHI,Shallow tubewell,Ground Water,Om Parkash Mahto S/O Sitay Mahto Ghar Ke Pas,HandPump,MLA QOUTA-HARLAKHI- 1(0006387490)
1108,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,20,Village Name,HARLAKHI,Shallow tubewell,Ground Water,Baikund Ray S/O Digambar Ray Ward No-11,HandPump,MLA QUOTA-HARLAKHI- 1(0005687029)
1109,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,21,Village Name,HARLAKHI,Deep tubewell,Ground Water,Harlakhi,PWS,Pw ss(0004952856)
1110,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,22,Village Name,HARLAKHI,Shallow tubewell,Ground Water,M.S.HARLAKHI,HandPump,RUNNING WS IN SCHOOL(0006534632)
1111,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,23,Village Name,HARLAKHI,Shallow tubewell,Ground Water,M.S.HARLAKHI,HandPump,SCHOOL T/W-HARLAKHI- 1(0006193183)
1112,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,24,Village Name,HARLAKHI,Deep tubewell,Ground Water,M.S.HARLAKHI,HandPump,Spot Source(0002717494)
1113,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,25,Village Name,HARLAKHI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001968438)
1114,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,26,Village Name,HARLAKHI,Shallow tubewell,Ground Water,Vishara Asthan,HandPump,SUHTAIPMABLE NEW IN PLACE OF OLD HARLAKHI(0005819891)
1115,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,27,Village Name,HARLAKHI,Shallow tubewell,Ground Water,PANCHYAT BHAVAN,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W HARLAKHAI(0006682729)
1116,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,28,Village Name,HARNIA,Shallow tubewell,Ground Water,Aw c-65,HandPump,ANGANWARDI T/W - HARLAKHI(0006356354)
1117,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,29,Village Name,HARNIA,Shallow tubewell,Ground Water,Bacchu Sad S/O Dhanraj Sada Ghar Ke Pas,HandPump,MLA QOUTA-HARLAKHI- 1(0006387490)
1118,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,30,Village Name,HARNIA,Shallow tubewell,Ground Water,Ramkumar Sah S/O Met Jagdish Sah Ward No-4,HandPump,MLA QUOTA-HARLAKHI- 1(0005687029)
1119,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,31,Village Name,HARNIA,Shallow tubewell,Ground Water,P.S.HARINE URDU,HandPump,SCHOOL T/W-HARLAKHI- 1(0006193183)
1120,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,32,Village Name,HARNIA,Shallow tubewell,Ground Water,P.S.HARINE,HandPump,SCHOOL T/W-HARLAKHI- 1(0006193183)
1121,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,33,Village Name,HARNIA,Deep tubewell,Ground Water,P.S.HARINE,HandPump,Spot Source(0002717535)
1122,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,34,Village Name,HARNIA,Deep tubewell,Ground Water,P.S.HARINE URDU,HandPump,Spot Source(0002717537)
1123,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,35,Village Name,HARNIA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001968438)
1124,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,36,Village Name,HARNIA,Shallow tubewell,Ground Water,Yumuni Kutti,HandPump,SUHTAIPMABLE NEW IN PLACE OF OLD HARLAKHI(0005819891)
1125,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,37,Village Name,KABARI TOL,Shallow tubewell,Ground Water,N.P.S.KHATVE TOLA HARLAKHI,HandPump,SCHOOL T/W-HARLAKHI- 1(0006193183)
1126,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,38,Village Name,KABARI TOL,Deep tubewell,Ground Water,N.P.S.KHATVE TOLA HARLAKHI,HandPump,Spot Source(0002717540)
1127,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,39,Village Name,KABARI TOL,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001968438)
1128,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,40,Village Name,RAJA KA TOL,Shallow tubewell,Ground Water,Sikandar Ali S/O Mo Aetw ari,HandPump,MLA QUOTA-HARLAKHI- 1(0005687029)
1129,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,41,Village Name,RAJA KA TOL,Deep tubewell,Ground Water,Road Side Me,HandPump,Panchdeo Mahto(0000048878)
1130,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,42,Village Name,RAJA KA TOL,Deep tubewell,Ground Water,P.S.HAZINAGAR URDU,HandPump,Spot Source(0002717545)
1131,Madhubani,Harlakhi,HARLAKHI,HARLAKHI,43,Village Name,RAJA KA TOL,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001968438)
1132,Madhubani,Harlakhi,BENIPATTI,SAMDA,1,Village Name,DEURI,Deep tubewell,Ground Water,Road Side Me,HandPump,HP Scheme(0004690544)
1133,Madhubani,Harlakhi,BENIPATTI,SAMDA,2,Village Name,DEURI,Shallow tubewell,Ground Water,School Ke Pas,HandPump,NC/PC BASOPATTI- 2(0005695486)
1134,Madhubani,Harlakhi,BENIPATTI,SAMDA,3,Village Name,DEURI,Shallow tubewell,Ground Water,Mandir Ke Pas,HandPump,NC/PC BENIPATTI- 2(0005696138)
1135,Madhubani,Harlakhi,BENIPATTI,SAMDA,4,Village Name,DEURI,Deep tubewell,Ground Water,Nc/Pc Scheme For Benipatti Block,SPOT,Nc/Pc Scheme For Benipatti Block(0004563121)
1136,Madhubani,Harlakhi,BENIPATTI,SAMDA,5,Village Name,DEURI,Shallow tubewell,Ground Water,Masjid Ke Pas,HandPump,Spot Source- BENIPATTI(0005272039)
1137,Madhubani,Harlakhi,BENIPATTI,SAMDA,6,Village Name,DHANOJA,Shallow tubewell,Ground Water,Aw c-35,HandPump,ANGANWARDI T/W - BENIPATTI(0006364245)
1138,Madhubani,Harlakhi,BENIPATTI,SAMDA,7,Village Name,DHANOJA,Deep tubewell,Ground Water,Masjid Ke Pas,HandPump,Bargath Tree Main Road Side(0000046023)
1139,Madhubani,Harlakhi,BENIPATTI,SAMDA,8,Village Name,DHANOJA,Deep tubewell,Ground Water,Mandir Ke Pas,HandPump,Haribodh Pathak(0000046015)
1140,Madhubani,Harlakhi,BENIPATTI,SAMDA,9,Village Name,DHANOJA,Deep tubewell,Ground Water,Sarvjanik Ke Pas,HandPump,HP Scheme(0004690544)
1141,Madhubani,Harlakhi,BENIPATTI,SAMDA,10,Village Name,DHANOJA,Deep tubewell,Ground Water,Road Side Me,HandPump,Jivkant Pathak(0000046017)
1142,Madhubani,Harlakhi,BENIPATTI,SAMDA,11,Village Name,DHANOJA,Shallow tubewell,Ground Water,Rambrisjh Ram S/O Hau Ram Ghar Ke Pas Chamar Tol,HandPump,MLA QOUTA- BENIPATTI- 2(0006281277)
1143,Madhubani,Harlakhi,BENIPATTI,SAMDA,12,Village Name,DHANOJA,Shallow tubewell,Ground Water,Vidyanand Pathak S/O Visw anath Pathak Ghar Ke Pas,HandPump,MLA QOUTA- BENIPATTI- 2(0006281277)
1144,Madhubani,Harlakhi,BENIPATTI,SAMDA,13,Village Name,DHANOJA,Shallow tubewell,Ground Water,Mandal Tol,HandPump,MLA QUOTA- BENIPATTI- 6(0005678665)
1145,Madhubani,Harlakhi,BENIPATTI,SAMDA,14,Village Name,DHANOJA,Shallow tubewell,Ground Water,Bhogi Sah S/O Met Jaykant Sah,HandPump,MLA QUOTA- BENIPATTI- 6(0005678665)
1146,Madhubani,Harlakhi,BENIPATTI,SAMDA,15,Village Name,DHANOJA,Shallow tubewell,Ground Water,Devendar Jha S/O Lambodar Jha,HandPump,MLA QUOTA- BENIPATTI- 6(0005678665)
1147,Madhubani,Harlakhi,BENIPATTI,SAMDA,16,Village Name,DHANOJA,Shallow tubewell,Ground Water,UP.S.DHANAUJA,HandPump,SCHOOL T/W- BENIPATTI- 2(0006255139)
1148,Madhubani,Harlakhi,BENIPATTI,SAMDA,17,Village Name,DHANOJA,Shallow tubewell,Ground Water,UP.S.DHANAUJA,HandPump,SCHOOL T/W- BENIPATTI- 3(0006255444)
